Number_of_Referrals,Tenure_in_Months,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Monthly_Charge,Total_Regular_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Age,Number_of_Dependents,Zip_Code,Population,CLTV,Total_Customer_Svc_Requests,Product/Service_Issues_Reported,Customer_Satisfaction,Referred_a_Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone_Service_Yes,Multiple_Lines_Yes,Internet_Service_Yes,Internet_Type_DSL,Internet_Type_Fiber Optic,Internet_Type_None,Online_Security_Yes,Online_Backup_Yes,Device_Protection_Plan_Yes,Premium_Tech_Support_Yes,Streaming_TV_Yes,Streaming_Movies_Yes,Streaming_Music_Yes,Unlimited_Data_Yes,Contract_One Year,Contract_Two Year,Paperless_Billing_Yes,Payment_Method_Credit Card,Payment_Method_Mailed Check,Gender_Male,Under_30_Yes,Senior_Citizen_Yes,Married_Yes,Dependents_Yes,Churn_Category_Competitor,Churn_Category_Dissatisfaction,Churn_Category_Other,Churn_Category_Price
0,1,40.4,14,74.204,71.35,0.0,0.0,40.4,43,0,92281,2388,2619,6,1,3.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,7,0.0,76,24.7,149.05,0.0,0.0,0.0,20,2,95045,3402,3872,3,0,2.993293091884641,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
6,1,16.06,59,53.55,53.55,0.0,0.0,16.06,21,0,91934,699,4504,3,0,4.0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
0,3,25.04,17,70.7,225.65,0.0,0.0,75.12,44,1,91722,33817,2584,1,0,2.993293091884641,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,15,31.14,0,20.0,288.05,0.0,0.0,467.1,59,3,92121,4258,4672,2,1,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
0,52,5.92,23,83.8,4331.4,0.0,996.0,307.84,58,0,95543,532,6339,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,24,49.3,22,83.46000000000001,1861.5,0.0,410.0,1183.1999999999998,52,0,92382,5395,4418,1,5,2.993293091884641,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,9.36,14,69.9,69.9,0.0,0.0,9.36,46,0,95453,11180,3358,4,1,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7,65,34.14,29,109.72,6985.65,0.0,2026.0,2219.1,20,0,93110,15757,5720,4,3,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,13,17.02,45,100.516,1244.5,0.0,560.0,221.26,28,0,92592,46171,2110,0,0,2.993293091884641,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,7,38.07,31,76.544,520.0,0.0,161.0,266.49,63,0,93605,273,2679,2,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,2,39.5,26,45.25,74.2,0.0,0.0,79.0,34,0,95525,1584,5441,2,0,2.993293091884641,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,32,49.6,11,88.712,2661.1,0.0,293.0,1587.2,76,0,91030,23984,2712,5,2,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,26,37.0,76,98.65,2537.0,0.0,0.0,962.0,26,0,92239,964,4191,2,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0,54,0.0,7,46.2,2431.95,0.0,0.0,0.0,51,0,93522,64,6143,1,0,2.993293091884641,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,72,4.56,18,112.1,7965.95,18.88,1434.0,328.32,56,0,91377,14814,4272,2,0,4.0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,32,19.92,14,54.65,1830.1,0.0,256.0,637.44,69,0,92067,7615,4045,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,21,0.0,9,36.0,780.15,0.0,70.0,0.0,39,0,96055,3756,3378,0,0,2.993293091884641,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,10,26.43,13,95.25,1021.55,0.0,133.0,264.3,35,0,92036,3577,4810,1,1,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,50,27.04,2,69.5,3418.2,5.73,0.0,1352.0,63,0,93012,24945,4145,2,0,5.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,46.21,64,72.384,69.6,0.0,0.0,46.21,27,0,92027,48690,2072,1,1,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
0,9,9.27,28,75.2,633.85,0.0,0.0,83.42999999999999,59,0,95612,1417,5841,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,17,14.69,0,19.9,329.75,0.0,0.0,249.73,61,0,93609,5446,3526,1,0,2.993293091884641,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7,35,20.79,69,56.85,1861.1,0.0,1284.0,727.65,20,0,95717,407,3102,2,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,28,16.43,22,105.352,2812.2,0.0,619.0,460.04,67,0,92109,46086,4994,3,0,3.0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
10,52,40.76,0,19.2,1054.75,0.0,0.0,2119.52,19,3,93927,14204,4203,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
0,1,7.66,0,20.05,20.05,0.0,0.0,7.66,46,3,96040,397,4221,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,44,27.4,0,20.5,865.05,0.0,0.0,1205.6,64,0,91746,30802,3093,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
8,67,38.47,20,107.05,7142.5,0.0,0.0,2577.49,67,0,90603,19109,4126,1,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
0,11,1.87,0,25.2,245.15,0.0,0.0,20.57,50,0,92352,9793,4998,0,0,2.993293091884641,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,31.17,28,88.66,2287.25,0.0,640.0,841.59,74,0,95426,1591,5172,7,2,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4,64,25.74,51,69.25,4447.75,0.0,0.0,1647.36,30,0,95366,12646,4226,1,1,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
2,19,32.47,0,19.9,357.7,0.0,0.0,616.93,49,3,95709,4829,5964,1,2,2.993293091884641,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
10,58,25.86,0,20.5,1191.4,36.92,0.0,1499.88,52,2,95912,4796,6186,1,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0,1,47.25,0,20.25,20.25,0.0,0.0,47.25,21,2,95017,857,2448,1,0,3.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
0,7,0.0,19,29.8,201.95,0.0,38.0,0.0,33,2,90036,32901,4236,1,0,2.993293091884641,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,24,1.02,3,53.6,1315.35,0.0,0.0,24.48,56,0,92376,75882,2977,1,0,2.993293091884641,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
0,5,36.36,13,93.392,502.6,0.0,6.53,181.8,75,0,91605,57146,2960,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,5,41.21,0,20.55,99.45,0.0,0.0,206.05,27,2,92120,25569,3629,1,0,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
0,58,47.9,0,24.7,1519.0,0.0,0.0,2778.2,23,0,93422,29539,5138,1,0,2.993293091884641,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
0,4,22.07,41,50.55,235.65,0.0,97.0,88.28,24,0,91361,18735,4164,1,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,70,0.0,18,39.15,2692.75,0.0,48.47,0.0,47,0,96105,650,5840,0,0,2.993293091884641,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
1,60,28.45,0,23.95,1506.4,0.0,0.0,1707.0,37,2,95717,407,5449,1,0,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
0,4,41.72,76,87.412,333.55,0.0,253.0,166.88,21,0,96073,4931,5552,2,1,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,16,24.79,0,19.75,294.9,0.0,0.0,396.64,48,0,95215,23789,5433,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5,72,0.0,47,55.45,4179.2,0.0,1964.0,0.0,30,0,91344,48867,4556,0,0,2.993293091884641,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
0,39,48.17,58,58.6,2224.5,0.0,0.0,1878.63,23,0,95758,47065,5662,1,0,2.993293091884641,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
0,40,0.0,19,62.05,2511.55,0.0,0.0,0.0,38,0,90041,27866,2290,0,0,2.993293091884641,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,33.34,4,88.972,85.55,0.0,0.0,33.34,45,0,93427,4644,3967,1,0,2.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,20,21.49,4,80.7,1614.2,0.0,65.0,429.8,71,0,95488,309,3111,2,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,72,0.0,9,65.6,4566.5,0.0,411.0,0.0,36,0,94595,18024,4369,4,0,2.993293091884641,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0,66,3.27,10,116.25,7862.25,0.0,0.0,215.82,77,2,95938,3524,4578,3,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0
0,14,36.73,52,76.1,1054.8,0.0,548.0,514.2199999999999,24,3,96094,5896,2045,1,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
0,29,12.92,24,89.65,2623.65,0.0,0.0,374.68,39,0,91602,16996,2681,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,19,8.02,57,75.9,1375.6,0.0,784.0,152.38,49,3,95966,28382,4198,1,0,4.0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,2,12.96,22,98.904,180.25,0.0,0.0,25.92,76,0,95930,282,4486,4,0,3.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1,52,31.96,26,84.05,4326.8,0.0,0.0,1661.92,54,2,92539,3745,6099,1,0,2.993293091884641,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9,38,24.22,14,101.15,3956.7,0.0,554.0,920.36,34,1,92704,91188,3738,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
4,67,7.2,23,94.65,6079.0,0.0,0.0,482.4,79,0,93022,6503,4228,0,0,2.993293091884641,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
0,72,44.21,22,91.35,6697.2,0.0,1473.0,3183.12,47,0,94536,66543,5378,0,0,2.993293091884641,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,21.91,9,77.688,74.7,0.0,0.0,21.91,52,0,92377,18518,5980,4,1,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
10,6,42.66,85,50.35,314.55,0.0,267.0,255.96,30,0,94937,1004,3442,0,0,2.993293091884641,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,48,6.36,52,107.38,5037.55,0.0,0.0,305.28000000000003,24,0,93215,37280,4736,4,0,2.993293091884641,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
8,72,0.0,22,63.8,4684.3,0.0,1031.0,0.0,61,3,95439,476,6107,2,0,2.993293091884641,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1,72,38.79,42,97.0,7104.2,0.0,298.38,2792.88,27,0,90606,32148,6302,1,1,2.993293091884641,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
0,7,7.32,0,19.3,144.95,0.0,0.0,51.24,51,0,96038,616,4764,2,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,72,9.47,21,107.5,7853.7,0.0,1649.0,681.84,40,0,90069,20408,4708,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,2,1.97,0,19.75,39.3,0.0,0.0,3.94,58,0,92320,7334,4064,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,36,20.57,0,19.2,702.9,0.0,0.0,740.52,56,2,95919,1237,3043,3,0,2.993293091884641,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,14,5.63,25,110.188,1348.9,0.0,0.0,78.82,59,0,91306,43857,5887,4,0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
10,1,32.78,0,19.2,19.2,0.0,0.0,32.78,57,3,95030,13290,3007,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,1,12.4,31,71.39600000000002,68.65,0.0,0.0,12.4,62,0,96076,215,3052,2,1,2.993293091884641,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,27,48.17,15,85.2,2151.6,0.0,323.0,1300.59,33,1,90621,33528,3796,1,2,2.993293091884641,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
5,22,17.22,25,63.55,1381.8,0.0,0.0,378.84,73,0,91201,23981,2136,1,0,3.0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0
7,67,49.94,0,20.05,1263.05,43.66,0.0,3345.98,65,0,90402,11509,4934,1,1,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1,17,41.95,56,95.524,1574.45,0.0,882.0,713.1500000000001,30,0,95628,40750,5643,2,0,1.0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,65,33.71,0,26.5,1698.55,0.0,0.0,2191.15,42,0,93203,16206,4404,1,1,2.993293091884641,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4,39.68,20,98.17600000000002,387.2,0.0,77.0,158.72,59,0,95112,52334,4249,0,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10,70,48.0,13,99.35,6944.5,0.0,903.0,3360.0,58,0,93553,1613,4120,1,0,2.993293091884641,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
2,42,10.79,45,52.260000000000005,2203.65,28.49,992.0,453.18,30,0,95316,5513,4873,2,1,2.993293091884641,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8,52,8.16,20,95.7,4976.15,0.0,995.0,424.32,53,3,90743,174,4415,0,0,2.993293091884641,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
1,30,7.01,26,97.864,2804.45,0.0,729.0,210.3,63,0,92130,28201,5255,5,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
3,15,12.41,0,20.45,330.8,0.0,0.0,186.15,21,0,94939,6773,5184,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,58,29.25,0,20.3,1131.5,0.0,0.0,1696.5,58,0,93257,65566,4335,2,0,4.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,50,37.52,71,70.8,3478.15,0.0,0.0,1876.0,25,2,91436,13129,4798,3,0,2.993293091884641,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
7,72,2.75,19,89.4,6376.55,0.0,1212.0,198.0,45,2,93563,413,6044,1,0,2.993293091884641,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
3,16,10.5,2,94.65,1461.15,0.0,0.0,168.0,56,0,95070,30589,3050,0,0,2.993293091884641,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,58,47.47,69,70.1,4048.95,0.0,2794.0,2753.26,26,0,94549,23996,4474,2,0,2.993293091884641,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,52,8.25,0,19.6,1012.4,46.07,0.0,429.0,41,0,95018,8728,4848,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,34,4.28,16,103.8,3470.8,0.0,555.0,145.52,35,1,92333,414,5382,1,0,4.0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,3,22.77,56,57.356,159.15,0.0,0.0,68.31,25,0,96071,182,5698,2,2,2.993293091884641,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
1,4,39.89,0,20.85,62.9,0.0,0.0,159.56,27,1,90640,62425,3172,1,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
0,43,8.81,7,84.85,3645.6,0.0,255.0,378.83,74,0,91361,18735,4556,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
0,24,46.13,23,80.5,2088.45,0.0,0.0,1107.12,76,0,93701,13858,4422,1,0,4.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
7,72,15.23,26,64.75,4804.75,0.0,1249.0,1096.56,45,0,95527,485,4675,1,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,22,1.74,85,65.25,1441.8,0.0,0.0,38.28,22,0,93635,29124,5146,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,55,23.45,53,77.75,4266.4,0.0,2261.0,1289.75,20,0,92359,7324,4621,2,0,3.0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
0,2,25.74,7,57.044,104.2,0.0,0.0,51.48,73,0,90232,15195,3016,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,2,25.49,10,47.164,89.5,0.0,9.0,50.98,63,0,93591,6787,3478,3,1,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,59,6.13,2,79.2,4590.35,0.0,0.0,361.67,71,0,95007,1007,5400,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
0,2,43.99,30,51.22,91.1,0.0,27.0,87.98,69,0,92129,47224,3475,5,0,2.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3,48,0.0,64,47.112,2145.0,0.0,0.0,0.0,28,0,92397,4253,4926,3,0,2.993293091884641,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,62,48.93,0,23.4,1429.65,0.0,0.0,3033.66,43,0,91724,25068,5822,1,0,2.993293091884641,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6,45,6.49,22,50.25,2221.55,0.0,48.87,292.05,42,0,90249,26442,2036,0,0,2.993293091884641,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,15,9.71,29,51.064,679.55,0.0,197.0,145.65,33,0,92503,71678,5209,4,2,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,2,27.47,0,19.85,51.6,0.0,0.0,54.94,27,0,94928,42544,3300,2,0,2.993293091884641,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,1,41.79,14,49.75,49.75,0.0,0.0,41.79,47,0,93305,35643,2908,0,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,51,29.4,21,106.8,5498.8,0.0,115.47,1499.4,31,0,92544,39264,4640,0,0,2.993293091884641,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
